order_id,order_date,store,sku,qty,price,unit_cost,revenue,cogs
803,2024-06-03,A,SKU004,1,9.51,22.82,9.51,22.82
804,2024-05-21,B,SKU016,1,36.37,26.86,36.37,26.86
805,2024-02-13,B,SKU008,3,20.26,35.81,60.78,107.43
806,2024-06-04,D,SKU016,2,36.37,26.86,72.74,53.72
807,2024-02-10,D,SKU005,2,32.88,17.03,65.76,34.06
808,2024-04-16,B,SKU020,3,35.26,29.66,105.78,88.98
809,2024-01-03,C,SKU001,4,52.13,31.49,208.52,125.96
810,2024-06-02,A,SKU003,2,35.86,16.0,71.72,32.0
811,2024-03-15,A,SKU004,4,9.51,22.82,38.04,91.28
812,2024-01-25,D,SKU012,4,30.57,19.63,122.28,78.52
813,2024-06-05,C,SKU007,2,16.43,35.21,32.86,70.42
814,2024-02-04,A,SKU017,4,28.35,26.91,113.4,107.64
815,2024-05-06,B,SKU014,4,48.82,10.7,195.28,42.8
816,2024-04-27,B,SKU009,1,50.17,28.58,50.17,28.58
817,2024-02-18,B,SKU009,4,50.17,28.58,200.68,114.32
818,2024-03-09,B,SKU005,4,32.88,17.03,131.52,68.12
819,2024-03-29,A,SKU007,1,16.43,35.21,16.43,35.21
820,2024-02-04,A,SKU003,1,35.86,16.0,35.86,16.0
821,2024-04-19,A,SKU004,4,9.51,22.82,38.04,91.28
822,2024-03-08,A,SKU006,1,59.94,26.67,59.94,26.67
823,2024-03-29,D,SKU001,2,52.13,31.49,104.26,62.98
824,2024-03-13,D,SKU008,3,20.26,35.81,60.78,107.43
825,2024-03-17,B,SKU005,2,32.88,17.03,65.76,34.06
826,2024-06-10,D,SKU014,3,48.82,10.7,146.46,32.099999999999994
827,2024-06-19,A,SKU019,1,22.64,13.84,22.64,13.84
828,2024-03-19,A,SKU002,1,43.74,39.32,43.74,39.32
829,2024-01-14,D,SKU012,2,30.57,19.63,61.14,39.26
830,2024-06-11,B,SKU016,4,36.37,26.86,145.48,107.44
831,2024-01-07,C,SKU011,1,50.25,16.77,50.25,16.77
832,2024-02-07,D,SKU003,2,35.86,16.0,71.72,32.0
833,2024-06-29,D,SKU005,3,32.88,17.03,98.64000000000001,51.09
834,2024-06-07,B,SKU006,3,59.94,26.67,179.82,80.01
835,2024-06-16,C,SKU002,2,43.74,39.32,87.48,78.64
836,2024-05-30,A,SKU010,1,49.05,29.35,49.05,29.35
837,2024-05-20,D,SKU016,1,36.37,26.86,36.37,26.86
838,2024-02-02,D,SKU001,4,52.13,31.49,208.52,125.96
839,2024-05-05,B,SKU003,4,35.86,16.0,143.44,64.0
840,2024-05-19,D,SKU007,4,16.43,35.21,65.72,140.84
841,2024-06-23,D,SKU019,2,22.64,13.84,45.28,27.68
842,2024-05-24,A,SKU019,2,22.64,13.84,45.28,27.68
843,2024-02-14,C,SKU001,1,52.13,31.49,52.13,31.49
844,2024-05-23,C,SKU019,3,22.64,13.84,67.92,41.519999999999996
845,2024-04-06,C,SKU018,2,15.42,6.14,30.84,12.28
846,2024-06-12,B,SKU017,1,28.35,26.91,28.35,26.91
847,2024-03-31,B,SKU007,1,16.43,35.21,16.43,35.21
848,2024-03-23,C,SKU006,4,59.94,26.67,239.76,106.68
849,2024-04-08,A,SKU009,3,50.17,28.58,150.51,85.74
850,2024-03-30,A,SKU011,1,50.25,16.77,50.25,16.77
851,2024-04-09,B,SKU020,3,35.26,29.66,105.78,88.98
852,2024-02-15,B,SKU017,4,28.35,26.91,113.4,107.64
853,2024-06-15,B,SKU015,2,55.73,12.26,111.46,24.52
854,2024-03-31,D,SKU001,1,52.13,31.49,52.13,31.49
855,2024-04-29,C,SKU004,1,9.51,22.82,9.51,22.82
856,2024-06-17,B,SKU009,2,50.17,28.58,100.34,57.16
857,2024-01-18,D,SKU018,3,15.42,6.14,46.26,18.419999999999998
858,2024-04-24,B,SKU011,4,50.25,16.77,201.0,67.08
859,2024-02-20,D,SKU001,2,52.13,31.49,104.26,62.98
860,2024-05-26,D,SKU013,1,9.29,6.58,9.29,6.58
861,2024-05-22,C,SKU002,1,43.74,39.32,43.74,39.32
862,2024-06-06,C,SKU005,1,32.88,17.03,32.88,17.03
863,2024-02-10,D,SKU011,1,50.25,16.77,50.25,16.77
864,2024-04-21,B,SKU007,2,16.43,35.21,32.86,70.42
865,2024-05-27,D,SKU003,1,35.86,16.0,35.86,16.0
866,2024-04-10,A,SKU020,3,35.26,29.66,105.78,88.98
867,2024-01-06,A,SKU014,2,48.82,10.7,97.64,21.4
868,2024-02-08,C,SKU002,1,43.74,39.32,43.74,39.32
869,2024-04-11,C,SKU010,4,49.05,29.35,196.2,117.4
870,2024-04-15,B,SKU017,2,28.35,26.91,56.7,53.82
871,2024-06-17,C,SKU019,2,22.64,13.84,45.28,27.68
872,2024-04-22,B,SKU012,2,30.57,19.63,61.14,39.26
873,2024-04-19,A,SKU003,3,35.86,16.0,107.58,48.0
874,2024-01-09,A,SKU020,1,35.26,29.66,35.26,29.66
875,2024-04-13,B,SKU008,2,20.26,35.81,40.52,71.62
876,2024-01-01,B,SKU012,1,30.57,19.63,30.57,19.63
877,2024-06-16,C,SKU018,4,15.42,6.14,61.68,24.56
878,2024-06-26,D,SKU009,3,50.17,28.58,150.51,85.74
879,2024-04-03,D,SKU006,4,59.94,26.67,239.76,106.68
880,2024-01-10,C,SKU020,3,35.26,29.66,105.78,88.98
881,2024-06-11,D,SKU009,3,50.17,28.58,150.51,85.74
882,2024-05-27,D,SKU013,1,9.29,6.58,9.29,6.58
883,2024-05-30,D,SKU010,1,49.05,29.35,49.05,29.35
884,2024-04-23,D,SKU012,1,30.57,19.63,30.57,19.63
885,2024-04-02,A,SKU011,4,50.25,16.77,201.0,67.08
886,2024-05-31,C,SKU017,4,28.35,26.91,113.4,107.64
887,2024-06-23,D,SKU003,4,35.86,16.0,143.44,64.0
888,2024-04-09,A,SKU007,4,16.43,35.21,65.72,140.84
889,2024-04-24,B,SKU001,3,52.13,31.49,156.39000000000001,94.47
890,2024-04-10,A,SKU012,3,30.57,19.63,91.71000000000001,58.89
891,2024-03-20,B,SKU017,3,28.35,26.91,85.05000000000001,80.73
892,2024-02-10,A,SKU016,4,36.37,26.86,145.48,107.44
893,2024-01-18,C,SKU007,4,16.43,35.21,65.72,140.84
894,2024-04-18,D,SKU005,3,32.88,17.03,98.64000000000001,51.09
895,2024-03-04,C,SKU020,3,35.26,29.66,105.78,88.98
896,2024-06-11,A,SKU005,2,32.88,17.03,65.76,34.06
897,2024-03-14,C,SKU003,1,35.86,16.0,35.86,16.0
898,2024-02-11,D,SKU016,4,36.37,26.86,145.48,107.44
899,2024-02-16,B,SKU006,3,59.94,26.67,179.82,80.01
900,2024-06-17,A,SKU018,1,15.42,6.14,15.42,6.14
901,2024-05-05,D,SKU007,1,16.43,35.21,16.43,35.21
902,2024-02-15,D,SKU015,4,55.73,12.26,222.92,49.04
903,2024-04-07,B,SKU014,2,48.82,10.7,97.64,21.4
904,2024-04-26,A,SKU013,4,9.29,6.58,37.16,26.32
905,2024-06-23,C,SKU003,2,35.86,16.0,71.72,32.0
906,2024-06-15,D,SKU003,2,35.86,16.0,71.72,32.0
907,2024-03-23,B,SKU012,2,30.57,19.63,61.14,39.26
908,2024-05-29,D,SKU017,1,28.35,26.91,28.35,26.91
909,2024-03-04,A,SKU010,3,49.05,29.35,147.14999999999998,88.05000000000001
910,2024-02-26,B,SKU020,4,35.26,29.66,141.04,118.64
911,2024-02-11,A,SKU011,4,50.25,16.77,201.0,67.08
912,2024-04-12,B,SKU018,3,15.42,6.14,46.26,18.419999999999998
913,2024-03-14,B,SKU001,3,52.13,31.49,156.39000000000001,94.47
914,2024-05-24,C,SKU011,2,50.25,16.77,100.5,33.54
915,2024-04-04,D,SKU014,3,48.82,10.7,146.46,32.099999999999994
916,2024-06-27,D,SKU003,3,35.86,16.0,107.58,48.0
917,2024-02-04,B,SKU002,4,43.74,39.32,174.96,157.28
918,2024-05-14,A,SKU009,4,50.17,28.58,200.68,114.32
919,2024-01-04,A,SKU016,1,36.37,26.86,36.37,26.86
920,2024-06-16,C,SKU019,4,22.64,13.84,90.56,55.36
921,2024-03-07,C,SKU012,4,30.57,19.63,122.28,78.52
922,2024-04-04,B,SKU014,3,48.82,10.7,146.46,32.099999999999994
923,2024-05-21,D,SKU017,3,28.35,26.91,85.05000000000001,80.73
924,2024-04-22,D,SKU004,4,9.51,22.82,38.04,91.28
925,2024-05-13,B,SKU019,4,22.64,13.84,90.56,55.36
926,2024-02-16,A,SKU020,3,35.26,29.66,105.78,88.98
927,2024-03-25,B,SKU003,2,35.86,16.0,71.72,32.0
928,2024-03-12,D,SKU014,2,48.82,10.7,97.64,21.4
929,2024-02-10,D,SKU011,4,50.25,16.77,201.0,67.08
930,2024-03-05,C,SKU016,4,36.37,26.86,145.48,107.44
931,2024-01-26,C,SKU006,1,59.94,26.67,59.94,26.67
932,2024-06-24,C,SKU003,2,35.86,16.0,71.72,32.0
933,2024-03-29,C,SKU004,4,9.51,22.82,38.04,91.28
934,2024-06-24,B,SKU013,3,9.29,6.58,27.869999999999997,19.740000000000002
935,2024-01-17,A,SKU014,3,48.82,10.7,146.46,32.099999999999994
936,2024-06-19,B,SKU016,2,36.37,26.86,72.74,53.72
937,2024-03-08,A,SKU002,2,43.74,39.32,87.48,78.64
938,2024-03-16,A,SKU004,3,9.51,22.82,28.53,68.46000000000001
939,2024-02-08,D,SKU015,1,55.73,12.26,55.73,12.26
940,2024-06-23,C,SKU006,4,59.94,26.67,239.76,106.68
941,2024-05-11,A,SKU013,4,9.29,6.58,37.16,26.32
942,2024-04-27,B,SKU018,2,15.42,6.14,30.84,12.28
943,2024-02-09,D,SKU014,3,48.82,10.7,146.46,32.099999999999994
944,2024-02-06,D,SKU011,4,50.25,16.77,201.0,67.08
945,2024-01-20,D,SKU018,3,15.42,6.14,46.26,18.419999999999998
946,2024-03-28,A,SKU016,4,36.37,26.86,145.48,107.44
947,2024-01-18,A,SKU005,1,32.88,17.03,32.88,17.03
948,2024-01-20,A,SKU016,3,36.37,26.86,109.10999999999999,80.58
949,2024-05-27,C,SKU010,4,49.05,29.35,196.2,117.4
950,2024-04-06,C,SKU011,2,50.25,16.77,100.5,33.54
951,2024-04-26,C,SKU011,2,50.25,16.77,100.5,33.54
952,2024-06-22,D,SKU009,2,50.17,28.58,100.34,57.16
953,2024-05-02,B,SKU012,2,30.57,19.63,61.14,39.26
954,2024-03-16,C,SKU015,1,55.73,12.26,55.73,12.26
955,2024-03-21,C,SKU011,2,50.25,16.77,100.5,33.54
956,2024-03-09,B,SKU008,2,20.26,35.81,40.52,71.62
957,2024-05-22,B,SKU018,3,15.42,6.14,46.26,18.419999999999998
958,2024-01-14,A,SKU014,2,48.82,10.7,97.64,21.4
959,2024-04-12,D,SKU008,3,20.26,35.81,60.78,107.43
960,2024-03-29,A,SKU002,2,43.74,39.32,87.48,78.64
961,2024-06-06,C,SKU016,2,36.37,26.86,72.74,53.72
962,2024-05-03,B,SKU015,2,55.73,12.26,111.46,24.52
963,2024-02-04,B,SKU020,4,35.26,29.66,141.04,118.64
964,2024-06-17,D,SKU016,2,36.37,26.86,72.74,53.72
965,2024-05-24,A,SKU011,3,50.25,16.77,150.75,50.31
966,2024-03-03,A,SKU017,4,28.35,26.91,113.4,107.64
967,2024-05-29,C,SKU010,4,49.05,29.35,196.2,117.4
968,2024-02-15,C,SKU011,3,50.25,16.77,150.75,50.31
969,2024-01-02,A,SKU005,3,32.88,17.03,98.64000000000001,51.09
970,2024-06-19,D,SKU017,4,28.35,26.91,113.4,107.64
971,2024-04-08,D,SKU019,1,22.64,13.84,22.64,13.84
972,2024-01-19,D,SKU005,1,32.88,17.03,32.88,17.03
973,2024-06-04,D,SKU005,4,32.88,17.03,131.52,68.12
974,2024-03-07,C,SKU001,4,52.13,31.49,208.52,125.96
975,2024-05-21,A,SKU015,1,55.73,12.26,55.73,12.26
976,2024-03-29,C,SKU018,1,15.42,6.14,15.42,6.14
977,2024-04-10,C,SKU008,3,20.26,35.81,60.78,107.43
978,2024-06-21,C,SKU003,2,35.86,16.0,71.72,32.0
979,2024-01-19,A,SKU019,4,22.64,13.84,90.56,55.36
980,2024-04-19,B,SKU005,3,32.88,17.03,98.64000000000001,51.09
981,2024-05-08,C,SKU014,2,48.82,10.7,97.64,21.4
982,2024-06-08,C,SKU006,4,59.94,26.67,239.76,106.68
983,2024-01-18,C,SKU006,2,59.94,26.67,119.88,53.34
984,2024-06-13,D,SKU001,3,52.13,31.49,156.39000000000001,94.47
985,2024-01-28,C,SKU017,1,28.35,26.91,28.35,26.91
986,2024-05-17,D,SKU005,3,32.88,17.03,98.64000000000001,51.09
987,2024-02-24,A,SKU012,3,30.57,19.63,91.71000000000001,58.89
988,2024-05-24,A,SKU009,2,50.17,28.58,100.34,57.16
989,2024-04-17,D,SKU019,4,22.64,13.84,90.56,55.36
990,2024-02-07,B,SKU004,1,9.51,22.82,9.51,22.82
991,2024-06-27,B,SKU006,3,59.94,26.67,179.82,80.01
992,2024-05-28,B,SKU019,2,22.64,13.84,45.28,27.68
993,2024-03-23,D,SKU002,4,43.74,39.32,174.96,157.28
994,2024-05-25,A,SKU002,1,43.74,39.32,43.74,39.32
995,2024-04-16,A,SKU012,2,30.57,19.63,61.14,39.26
996,2024-02-28,A,SKU006,3,59.94,26.67,179.82,80.01
997,2024-01-27,B,SKU003,2,35.86,16.0,71.72,32.0
998,2024-02-07,B,SKU005,3,32.88,17.03,98.64000000000001,51.09
999,2024-06-29,C,SKU008,1,20.26,35.81,20.26,35.81
1000,2024-02-18,A,SKU011,3,50.25,16.77,150.75,50.31
1001,2024-03-22,D,SKU010,1,49.05,29.35,49.05,29.35
1002,2024-06-03,D,SKU002,1,43.74,39.32,43.74,39.32
1003,2024-04-15,D,SKU001,3,52.13,31.49,156.39000000000001,94.47
1004,2024-05-07,B,SKU011,3,50.25,16.77,150.75,50.31
1005,2024-06-11,D,SKU008,1,20.26,35.81,20.26,35.81
1006,2024-03-28,B,SKU004,4,9.51,22.82,38.04,91.28
1007,2024-05-15,A,SKU006,1,59.94,26.67,59.94,26.67
1008,2024-01-16,A,SKU016,3,36.37,26.86,109.10999999999999,80.58
1009,2024-02-11,B,SKU003,2,35.86,16.0,71.72,32.0
1010,2024-06-11,C,SKU008,1,20.26,35.81,20.26,35.81
1011,2024-03-04,B,SKU016,1,36.37,26.86,36.37,26.86
1012,2024-01-03,D,SKU008,4,20.26,35.81,81.04,143.24
1013,2024-04-19,B,SKU005,3,32.88,17.03,98.64000000000001,51.09
1014,2024-02-08,D,SKU018,2,15.42,6.14,30.84,12.28
1015,2024-04-24,B,SKU019,2,22.64,13.84,45.28,27.68
1016,2024-06-13,D,SKU004,4,9.51,22.82,38.04,91.28
1017,2024-06-25,A,SKU009,4,50.17,28.58,200.68,114.32
1018,2024-04-04,A,SKU011,3,50.25,16.77,150.75,50.31
1019,2024-03-29,A,SKU011,3,50.25,16.77,150.75,50.31
1020,2024-03-03,A,SKU015,1,55.73,12.26,55.73,12.26
1021,2024-06-04,B,SKU007,4,16.43,35.21,65.72,140.84
1022,2024-04-02,B,SKU010,1,49.05,29.35,49.05,29.35
1023,2024-02-15,A,SKU012,3,30.57,19.63,91.71000000000001,58.89
1024,2024-04-24,B,SKU020,2,35.26,29.66,70.52,59.32
1025,2024-02-27,C,SKU012,3,30.57,19.63,91.71000000000001,58.89
1026,2024-05-04,A,SKU020,4,35.26,29.66,141.04,118.64
1027,2024-04-22,D,SKU019,4,22.64,13.84,90.56,55.36
1028,2024-04-09,A,SKU002,4,43.74,39.32,174.96,157.28
1029,2024-06-13,B,SKU001,3,52.13,31.49,156.39000000000001,94.47
1030,2024-01-09,C,SKU019,3,22.64,13.84,67.92,41.519999999999996
1031,2024-05-05,C,SKU007,1,16.43,35.21,16.43,35.21
1032,2024-01-30,D,SKU018,1,15.42,6.14,15.42,6.14
1033,2024-01-07,D,SKU020,1,35.26,29.66,35.26,29.66
1034,2024-02-17,B,SKU003,2,35.86,16.0,71.72,32.0
1035,2024-03-27,D,SKU011,1,50.25,16.77,50.25,16.77
1036,2024-03-25,A,SKU016,4,36.37,26.86,145.48,107.44
1037,2024-06-03,A,SKU007,4,16.43,35.21,65.72,140.84
1038,2024-04-14,A,SKU007,3,16.43,35.21,49.29,105.63
1039,2024-06-06,D,SKU003,3,35.86,16.0,107.58,48.0
1040,2024-05-24,A,SKU006,1,59.94,26.67,59.94,26.67
1041,2024-02-16,D,SKU017,2,28.35,26.91,56.7,53.82
1042,2024-02-08,A,SKU011,3,50.25,16.77,150.75,50.31
1043,2024-06-14,B,SKU008,2,20.26,35.81,40.52,71.62
1044,2024-01-21,C,SKU002,4,43.74,39.32,174.96,157.28
1045,2024-01-05,D,SKU002,1,43.74,39.32,43.74,39.32
1046,2024-05-31,C,SKU016,1,36.37,26.86,36.37,26.86
1047,2024-06-27,B,SKU013,4,9.29,6.58,37.16,26.32
1048,2024-04-18,D,SKU020,2,35.26,29.66,70.52,59.32
1049,2024-05-30,D,SKU004,2,9.51,22.82,19.02,45.64
1050,2024-03-09,B,SKU006,4,59.94,26.67,239.76,106.68
1051,2024-01-04,C,SKU006,3,59.94,26.67,179.82,80.01
1052,2024-01-14,A,SKU020,3,35.26,29.66,105.78,88.98
1053,2024-06-04,B,SKU009,1,50.17,28.58,50.17,28.58
1054,2024-02-04,A,SKU019,4,22.64,13.84,90.56,55.36
1055,2024-02-20,C,SKU009,4,50.17,28.58,200.68,114.32
1056,2024-05-25,B,SKU009,1,50.17,28.58,50.17,28.58
1057,2024-06-19,C,SKU009,3,50.17,28.58,150.51,85.74
1058,2024-04-04,D,SKU010,3,49.05,29.35,147.14999999999998,88.05000000000001
1059,2024-06-26,D,SKU014,3,48.82,10.7,146.46,32.099999999999994
1060,2024-01-04,A,SKU013,3,9.29,6.58,27.869999999999997,19.740000000000002
1061,2024-06-24,A,SKU005,4,32.88,17.03,131.52,68.12
1062,2024-03-31,D,SKU002,3,43.74,39.32,131.22,117.96000000000001
1063,2024-03-20,A,SKU020,3,35.26,29.66,105.78,88.98
1064,2024-03-20,A,SKU005,1,32.88,17.03,32.88,17.03
1065,2024-04-30,C,SKU002,4,43.74,39.32,174.96,157.28
1066,2024-05-18,A,SKU012,3,30.57,19.63,91.71000000000001,58.89
1067,2024-06-24,A,SKU004,1,9.51,22.82,9.51,22.82
1068,2024-01-18,A,SKU008,4,20.26,35.81,81.04,143.24
1069,2024-06-23,B,SKU003,4,35.86,16.0,143.44,64.0
1070,2024-03-13,C,SKU011,2,50.25,16.77,100.5,33.54
1071,2024-06-03,D,SKU020,1,35.26,29.66,35.26,29.66
1072,2024-06-15,A,SKU004,4,9.51,22.82,38.04,91.28
1073,2024-05-15,B,SKU016,2,36.37,26.86,72.74,53.72
1074,2024-05-12,C,SKU020,3,35.26,29.66,105.78,88.98
1075,2024-05-10,A,SKU001,4,52.13,31.49,208.52,125.96
1076,2024-04-28,D,SKU009,4,50.17,28.58,200.68,114.32
1077,2024-02-05,D,SKU019,1,22.64,13.84,22.64,13.84
1078,2024-03-14,B,SKU005,3,32.88,17.03,98.64000000000001,51.09
1079,2024-03-29,A,SKU015,1,55.73,12.26,55.73,12.26
1080,2024-02-15,D,SKU001,4,52.13,31.49,208.52,125.96
1081,2024-01-10,A,SKU016,3,36.37,26.86,109.10999999999999,80.58
1082,2024-01-17,A,SKU012,4,30.57,19.63,122.28,78.52
1083,2024-03-04,C,SKU020,1,35.26,29.66,35.26,29.66
1084,2024-02-25,C,SKU009,3,50.17,28.58,150.51,85.74
1085,2024-06-19,D,SKU008,1,20.26,35.81,20.26,35.81
1086,2024-03-07,D,SKU014,1,48.82,10.7,48.82,10.7
1087,2024-01-15,D,SKU009,3,50.17,28.58,150.51,85.74
1088,2024-03-20,B,SKU014,2,48.82,10.7,97.64,21.4
1089,2024-02-01,A,SKU012,2,30.57,19.63,61.14,39.26
1090,2024-06-01,D,SKU002,1,43.74,39.32,43.74,39.32
1091,2024-01-07,D,SKU018,4,15.42,6.14,61.68,24.56
1092,2024-03-19,D,SKU003,1,35.86,16.0,35.86,16.0
1093,2024-03-05,A,SKU016,3,36.37,26.86,109.10999999999999,80.58
1094,2024-04-27,D,SKU010,4,49.05,29.35,196.2,117.4
1095,2024-06-05,D,SKU008,3,20.26,35.81,60.78,107.43
1096,2024-01-31,B,SKU009,3,50.17,28.58,150.51,85.74
1097,2024-06-18,A,SKU017,1,28.35,26.91,28.35,26.91
1098,2024-03-07,A,SKU009,2,50.17,28.58,100.34,57.16
1099,2024-03-18,C,SKU004,2,9.51,22.82,19.02,45.64
1100,2024-06-18,B,SKU011,2,50.25,16.77,100.5,33.54
1101,2024-04-02,B,SKU011,4,50.25,16.77,201.0,67.08
1102,2024-02-01,B,SKU009,1,50.17,28.58,50.17,28.58
1103,2024-05-14,D,SKU013,2,9.29,6.58,18.58,13.16
1104,2024-01-21,B,SKU017,4,28.35,26.91,113.4,107.64
1105,2024-04-19,B,SKU020,2,35.26,29.66,70.52,59.32
1106,2024-01-14,C,SKU012,4,30.57,19.63,122.28,78.52
1107,2024-04-19,A,SKU005,3,32.88,17.03,98.64000000000001,51.09
1108,2024-01-01,C,SKU006,2,59.94,26.67,119.88,53.34
1109,2024-04-17,A,SKU008,3,20.26,35.81,60.78,107.43
1110,2024-01-27,A,SKU009,4,50.17,28.58,200.68,114.32
1111,2024-01-09,B,SKU007,3,16.43,35.21,49.29,105.63
1112,2024-01-16,B,SKU005,1,32.88,17.03,32.88,17.03
1113,2024-05-05,D,SKU019,3,22.64,13.84,67.92,41.519999999999996
1114,2024-01-31,D,SKU012,3,30.57,19.63,91.71000000000001,58.89
1115,2024-02-17,D,SKU002,4,43.74,39.32,174.96,157.28
1116,2024-03-15,C,SKU018,2,15.42,6.14,30.84,12.28
1117,2024-01-26,A,SKU009,4,50.17,28.58,200.68,114.32
1118,2024-05-07,C,SKU013,4,9.29,6.58,37.16,26.32
1119,2024-01-14,B,SKU008,4,20.26,35.81,81.04,143.24
1120,2024-05-28,D,SKU019,1,22.64,13.84,22.64,13.84
1121,2024-05-17,C,SKU001,1,52.13,31.49,52.13,31.49
1122,2024-04-14,C,SKU016,2,36.37,26.86,72.74,53.72
1123,2024-05-25,A,SKU012,2,30.57,19.63,61.14,39.26
1124,2024-01-19,C,SKU012,3,30.57,19.63,91.71000000000001,58.89
1125,2024-03-28,D,SKU002,3,43.74,39.32,131.22,117.96000000000001
1126,2024-05-29,C,SKU017,1,28.35,26.91,28.35,26.91
1127,2024-05-14,B,SKU015,1,55.73,12.26,55.73,12.26
1128,2024-04-30,A,SKU014,3,48.82,10.7,146.46,32.099999999999994
1129,2024-01-17,A,SKU007,4,16.43,35.21,65.72,140.84
1130,2024-05-30,A,SKU001,3,52.13,31.49,156.39000000000001,94.47
1131,2024-02-28,D,SKU014,3,48.82,10.7,146.46,32.099999999999994
1132,2024-05-17,C,SKU013,4,9.29,6.58,37.16,26.32
1133,2024-01-19,B,SKU016,3,36.37,26.86,109.10999999999999,80.58
1134,2024-02-06,D,SKU016,4,36.37,26.86,145.48,107.44
1135,2024-04-25,B,SKU011,4,50.25,16.77,201.0,67.08
1136,2024-06-24,D,SKU016,1,36.37,26.86,36.37,26.86
1137,2024-04-18,B,SKU012,1,30.57,19.63,30.57,19.63
1138,2024-05-22,D,SKU006,1,59.94,26.67,59.94,26.67
1139,2024-02-05,D,SKU001,2,52.13,31.49,104.26,62.98
1140,2024-02-29,B,SKU004,2,9.51,22.82,19.02,45.64
1141,2024-05-06,C,SKU006,3,59.94,26.67,179.82,80.01
1142,2024-05-20,C,SKU001,3,52.13,31.49,156.39000000000001,94.47
1143,2024-06-15,D,SKU017,2,28.35,26.91,56.7,53.82
1144,2024-03-17,B,SKU005,4,32.88,17.03,131.52,68.12
1145,2024-05-23,B,SKU012,1,30.57,19.63,30.57,19.63
1146,2024-01-19,D,SKU004,4,9.51,22.82,38.04,91.28
1147,2024-04-13,C,SKU006,3,59.94,26.67,179.82,80.01
1148,2024-04-24,B,SKU006,4,59.94,26.67,239.76,106.68
1149,2024-01-03,D,SKU010,1,49.05,29.35,49.05,29.35
1150,2024-06-29,B,SKU002,2,43.74,39.32,87.48,78.64
1151,2024-05-24,C,SKU020,1,35.26,29.66,35.26,29.66
1152,2024-04-30,C,SKU004,3,9.51,22.82,28.53,68.46000000000001
1153,2024-06-14,D,SKU020,1,35.26,29.66,35.26,29.66
1154,2024-06-16,D,SKU003,4,35.86,16.0,143.44,64.0
1155,2024-05-29,C,SKU002,2,43.74,39.32,87.48,78.64
1156,2024-02-06,D,SKU005,3,32.88,17.03,98.64000000000001,51.09
1157,2024-05-28,B,SKU014,4,48.82,10.7,195.28,42.8
1158,2024-04-01,A,SKU008,4,20.26,35.81,81.04,143.24
1159,2024-06-26,A,SKU019,1,22.64,13.84,22.64,13.84
1160,2024-02-24,A,SKU017,4,28.35,26.91,113.4,107.64
1161,2024-05-09,A,SKU002,3,43.74,39.32,131.22,117.96000000000001
1162,2024-06-20,A,SKU019,1,22.64,13.84,22.64,13.84
1163,2024-06-10,B,SKU016,2,36.37,26.86,72.74,53.72
1164,2024-01-28,B,SKU012,3,30.57,19.63,91.71000000000001,58.89
1165,2024-01-22,D,SKU018,4,15.42,6.14,61.68,24.56
1166,2024-01-05,A,SKU011,2,50.25,16.77,100.5,33.54
1167,2024-03-07,A,SKU003,1,35.86,16.0,35.86,16.0
1168,2024-04-07,D,SKU010,3,49.05,29.35,147.14999999999998,88.05000000000001
1169,2024-05-08,D,SKU014,3,48.82,10.7,146.46,32.099999999999994
1170,2024-03-16,C,SKU019,4,22.64,13.84,90.56,55.36
1171,2024-06-15,D,SKU017,3,28.35,26.91,85.05000000000001,80.73
1172,2024-02-08,A,SKU018,2,15.42,6.14,30.84,12.28
1173,2024-03-30,D,SKU013,3,9.29,6.58,27.869999999999997,19.740000000000002
1174,2024-06-17,B,SKU013,4,9.29,6.58,37.16,26.32
1175,2024-03-25,D,SKU002,3,43.74,39.32,131.22,117.96000000000001
1176,2024-02-22,B,SKU007,3,16.43,35.21,49.29,105.63
1177,2024-02-08,D,SKU020,3,35.26,29.66,105.78,88.98
1178,2024-02-13,C,SKU017,1,28.35,26.91,28.35,26.91
1179,2024-03-02,C,SKU020,4,35.26,29.66,141.04,118.64
1180,2024-05-03,D,SKU019,1,22.64,13.84,22.64,13.84
1181,2024-03-27,C,SKU005,4,32.88,17.03,131.52,68.12
1182,2024-06-25,A,SKU010,3,49.05,29.35,147.14999999999998,88.05000000000001
1183,2024-04-07,D,SKU012,3,30.57,19.63,91.71000000000001,58.89
1184,2024-03-17,B,SKU004,3,9.51,22.82,28.53,68.46000000000001
1185,2024-02-16,D,SKU010,4,49.05,29.35,196.2,117.4
1186,2024-05-18,D,SKU010,4,49.05,29.35,196.2,117.4
1187,2024-02-22,D,SKU010,3,49.05,29.35,147.14999999999998,88.05000000000001
1188,2024-01-11,B,SKU007,2,16.43,35.21,32.86,70.42
1189,2024-05-18,D,SKU015,2,55.73,12.26,111.46,24.52
1190,2024-06-02,C,SKU002,2,43.74,39.32,87.48,78.64
1191,2024-05-15,C,SKU014,4,48.82,10.7,195.28,42.8
1192,2024-04-08,D,SKU013,4,9.29,6.58,37.16,26.32
1193,2024-01-20,B,SKU006,4,59.94,26.67,239.76,106.68
1194,2024-04-28,B,SKU013,1,9.29,6.58,9.29,6.58
1195,2024-01-24,B,SKU006,1,59.94,26.67,59.94,26.67
1196,2024-03-26,A,SKU012,3,30.57,19.63,91.71000000000001,58.89
1197,2024-04-05,A,SKU003,3,35.86,16.0,107.58,48.0
1198,2024-01-04,C,SKU002,4,43.74,39.32,174.96,157.28
